ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
73041,116031,803926,112,1,Male,Yes,2,Graduate,No,Semiurban,682,302,136812,189072,7177.910714285715,26.337143269347965,4.303395927456481,0.6425263157894736,277.35274897031195,1
191790,96943,515610,254,1,Male,No,0,Graduate,No,Urban,883,691,695260,288733,2029.9606299212599,142.16572972721494,0.6918525078496095,0.8697894736842104,396.51417221188274,1
111389,116724,1400090,77,1,Male,Yes,0,Not Graduate,No,Urban,362,479,658530,228113,18182.987012987014,12.544718594281967,1.9760490028650868,0.616,278.49782477503163,0
67992,25794,2251019,60,0,Female,No,0,Graduate,No,Urban,600,498,703116,93786,37516.98333333333,2.4997612256166932,2.9889406147260185,0.3991578947368421,186.58100149641234,1
192652,125975,2154467,286,1,Male,No,0,Graduate,No,Rural,419,612,536484,318627,7533.101398601399,42.29130763479619,3.673530735706345,0.69,332.4764790458852,1
186089,133539,670603,293,1,Male,Yes,2,Not Graduate,No,Semiurban,816,676,662894,319628,2288.7474402730377,139.59094106985285,0.9406770150962135,0.8423157894736844,393.56223686152833,1
107345,14258,1220203,353,1,Male,Yes,2,Graduate,Yes,Urban,905,388,322235,121603,3456.6657223796033,35.169102441837985,3.2780447835372817,0.749157894736842,302.7022554002541,0
19599,70493,1777917,247,1,Male,No,0,Not Graduate,No,Semiurban,333,331,623360,90092,7198.044534412956,12.51443848823843,2.6403662231198766,0.5445263157894737,213.01872440252046,1
125433,124505,1550439,174,1,Male,Yes,0,Graduate,No,Urban,820,599,390610,249938,8910.568965517241,28.046464204801588,3.5188465990331586,0.8111578947368421,362.433178747471,0
117711,71413,214531,79,1,Female,Yes,2,Not Graduate,No,Semiurban,534,530,635426,189124,2715.5822784810125,69.61835888355623,0.3129892942491239,0.6917894736842105,298.7662948308649,0
42418,126070,1498092,114,0,Male,No,1,Graduate,No,Rural,926,678,117057,168488,13141.157894736842,12.820421223783645,8.967549997904907,0.5778947368421052,278.2906721699137,1
132285,140331,144940,237,1,Female,No,0,Graduate,No,Rural,309,786,237242,272616,611.5611814345991,445.0428924691928,0.5045919468601389,0.7285263157894737,337.19073693244144,0
170546,71199,335422,132,0,Male,No,0,Not Graduate,No,Rural,424,699,171516,241745,2541.0757575757575,95.09748058434708,1.5142111630762563,0.4282105263157895,238.29892421843567,0
34591,8923,1651639,180,1,Female,Yes,1,Graduate,No,Urban,767,367,325222,43514,9175.772222222222,4.741754393187147,4.401764821892106,0.6967368421052631,261.4352803095866,1
148814,51007,301240,70,1,Male,No,3+,Not Graduate,No,Urban,805,947,651601,199821,4303.428571428572,46.42218977133185,0.4293608475472526,0.9529473684210525,408.4028346449856,1
40962,32276,880588,164,1,Female,No,1,Graduate,No,Rural,351,764,92043,73238,5369.4390243902435,13.63724635311643,6.199446646438051,0.7325263157894737,286.6533025994738,1
153532,71117,1491644,94,1,Female,No,0,Graduate,No,Urban,404,331,584401,224649,15868.553191489362,14.155975110910898,2.351263632938788,0.5669473684210526,256.9454620643544,1
92536,87865,1655875,51,1,Male,No,2,Graduate,No,Urban,519,796,664473,180401,32468.13725490196,5.556076177317102,2.3176173207385022,0.7990526315789473,341.1689767231174,0
16204,69584,1142040,57,0,Male,No,0,Not Graduate,No,Urban,322,872,536898,85788,20035.78947368421,4.281524248815994,1.945891790396287,0.4688421052631579,215.1975439444504,1
193752,29322,280351,192,0,Female,Yes,2,Not Graduate,No,Rural,808,669,516805,223074,1460.1614583333333,152.66895983859874,0.49461631425269714,0.5368421052631579,276.1851787879928,1
45704,45174,2007806,139,0,Male,Yes,0,Graduate,Yes,Semiurban,735,841,110740,90878,14444.647482014389,6.291029883786657,12.491016548463357,0.5862105263157895,262.72347529472376,1
125267,101929,2377135,46,1,Female,Yes,0,Graduate,No,Rural,786,875,490173,227196,51676.84782608696,4.396390514647391,4.4006920005257575,0.9166315789473685,400.55894873412774,0
48571,4047,2227363,190,1,Female,Yes,0,Graduate,No,Urban,605,926,181145,52618,11722.963157894737,4.4880727865958745,9.63621536265115,0.8809473684210527,341.3818478956158,1
187609,32113,1883860,69,0,Female,Yes,0,Graduate,No,Urban,716,920,196862,219722,27302.318840579712,8.047446586362861,7.631227163354425,0.6134736842105263,307.736991776968,0
151590,133851,1035437,17,1,Male,Yes,0,Not Graduate,No,Urban,672,425,689189,285441,60908.05882352941,4.686347244783447,1.4007743621725972,0.6911578947368421,322.73161503995743,1
163806,14873,2196854,58,1,Male,No,1,Graduate,Yes,Rural,751,322,492028,178679,37876.793103448275,4.717249484731296,4.0530267809043075,0.6727368421052631,286.77040034096206,0
94934,62211,1246028,168,1,Female,Yes,2,Graduate,Yes,Urban,592,723,794749,157145,7416.833333333333,21.18475745388366,1.4750274933737715,0.7913684210526315,331.46085108815515,0
101465,31047,384352,344,0,Male,Yes,2,Graduate,Yes,Rural,723,741,363641,132512,1117.3023255813953,118.49389647929794,0.9291922222410254,0.5403157894736843,254.56902064585967,1
132345,15697,2133841,96,1,Male,Yes,0,Graduate,No,Semiurban,719,669,286216,148042,22227.510416666668,6.660005426589445,6.346637280795679,0.8087368421052632,335.5145439994443,1
160181,63410,834394,111,1,Male,Yes,0,Graduate,No,Rural,716,454,796215,223591,7517.063063063063,29.740506048495813,0.9860307368694717,0.7172631578947368,317.1948559015667,1
171691,78216,2349819,96,1,Female,No,0,Graduate,No,Rural,867,916,498003,249907,24477.28125,10.209336082368937,4.287967401638312,0.9594736842105265,423.7751033306029,0
18299,26420,952443,135,0,Male,Yes,0,Graduate,No,Semiurban,527,565,690454,44719,7055.133333333333,6.337606999111884,1.2862959751719891,0.4043157894736842,176.399179578168,1
137758,11669,2180017,261,1,Male,Yes,0,Not Graduate,Yes,Semiurban,871,781,35594,149427,8352.555555555555,17.887832193876196,25.46927354721125,0.9038947368421053,374.47533278532416,1
35191,20203,1366072,124,1,Male,No,2,Graduate,No,Urban,318,705,420786,55394,11016.709677419354,5.02772369411124,2.901683567480766,0.6972631578947368,267.55498845128557,1
68267,97731,1195116,240,1,Female,Yes,3+,Not Graduate,No,Rural,616,882,653550,165998,4979.65,33.32858161083393,1.6986937673228626,0.8658947368421053,364.5920338472849,0
168444,129042,777327,324,1,Male,Yes,0,Graduate,No,Rural,587,762,646764,297486,2399.1574074074074,123.944370932462,1.1156245156179136,0.8062105263157895,374.21930523917996,0
61344,27043,2097472,341,1,Female,No,2,Graduate,No,Semiurban,864,712,572012,88387,6150.944281524927,14.367327783744308,3.372076422962901,0.8726315789473684,345.62457647477663,1
162411,48059,198545,207,0,Female,Yes,1,Not Graduate,No,Urban,329,846,131604,210470,959.1545893719807,219.20428473675736,1.0932853901896433,0.4601052631578948,244.00187058782666,1
100656,51572,1198739,260,1,Female,No,0,Graduate,No,Rural,440,335,437464,152228,4610.534615384616,33.010269399724265,2.4591333924146195,0.5800000000000001,243.279985773952,0
58038,54113,953752,331,1,Female,No,1,Graduate,No,Rural,604,758,81120,112151,2881.4259818731116,38.90854464443869,7.273886516168395,0.8098947368421052,327.36503474744785,1
76835,36645,1381309,285,1,Male,No,0,Graduate,Yes,Semiurban,830,681,641548,113480,4846.698245614035,23.409047809993385,1.9974159422050242,0.8488421052631578,342.48623568350155,0
113192,8290,673645,116,0,Male,Yes,0,Graduate,No,Rural,601,805,504520,121482,5807.2844827586205,20.915297857845736,1.2148254346101133,0.5287368421052632,247.64573522473682,0
156552,78773,1678250,57,1,Male,No,3+,Not Graduate,No,Semiurban,715,445,155062,235325,29442.98245614035,7.992295211781873,8.18411017155787,0.7131578947368421,318.55153143479026,0
127112,53605,995507,51,1,Female,No,1,Graduate,Yes,Urban,416,689,581428,180717,19519.745098039217,9.25768965745843,1.576596223164003,0.7214736842105263,309.651293875708,0
187646,51338,510920,318,1,Male,Yes,0,Graduate,No,Semiurban,913,484,575458,238984,1606.6666666666667,148.65270578478126,0.816873395176015,0.7921052631578946,351.0796911225408,1
175531,39721,532550,205,1,Male,No,0,Graduate,No,Urban,809,376,42445,215252,2597.8048780487807,82.82730335707782,5.760722591811347,0.7137894736842105,312.99756876405604,0
154370,139400,1756437,115,1,Female,Yes,3+,Graduate,No,Semiurban,327,673,71361,293770,15273.365217391305,19.23287781972865,14.472828997783472,0.6866315789473685,325.1762972042849,1
126574,91572,691646,132,0,Male,No,0,Not Graduate,No,Semiurban,757,313,160770,218146,5239.742424242424,41.62501843076826,3.2815201404374434,0.37084210526315786,206.22644800328806,0
68623,62803,802769,110,1,Female,No,3+,Graduate,No,Urban,384,360,56086,131426,7297.9,18.00627491813835,7.5671530644948435,0.5728421052631578,235.23612055815892,0
91325,30808,1586033,291,1,Male,Yes,2,Not Graduate,No,Urban,663,644,429814,122133,5450.285223367698,22.404441337330834,3.3055163042345574,0.7805263157894737,317.39031897896626,1
36995,120168,857970,225,1,Male,Yes,0,Graduate,No,Semiurban,760,884,703943,157163,3813.2,41.20470872004614,1.1379772741440666,0.9122105263157896,380.640540039885,0
84224,133254,1000976,318,1,Male,No,1,Graduate,No,Rural,901,765,50253,217478,3147.723270440252,69.06862919382318,9.984499216981037,0.9066315789473685,393.1524357946471,0
186397,4847,648972,117,1,Male,Yes,1,Graduate,No,Rural,345,310,491626,191244,5546.7692307692305,34.47223416203325,1.1981921104230595,0.5394736842105263,237.19354914571352,0
93788,139449,896189,176,1,Male,Yes,2,Graduate,No,Urban,486,370,339242,233237,5091.982954545455,45.7957550774517,2.302395424954142,0.6092631578947367,276.25761303412804,1
36039,104913,1747309,54,0,Female,Yes,0,Not Graduate,Yes,Rural,748,580,669036,140952,32357.574074074073,4.3559397789697964,2.430071651488938,0.48042105263157897,231.71761801252123,1
135607,14974,1358068,350,1,Male,No,0,Graduate,No,Urban,470,579,385663,150581,3880.194285714286,38.797593965922125,3.117244292033062,0.6922105263157894,289.300946690671,1
193083,112973,2493957,190,1,Male,Yes,0,Graduate,No,Urban,763,325,534961,306056,13126.089473684211,23.314840705058682,4.263458589546995,0.6777894736842105,321.97676725722374,0
175485,16110,1941058,204,1,Female,Yes,1,Not Graduate,No,Semiurban,419,466,737447,191595,9514.990196078432,20.13400561078309,2.465001454066115,0.6285263157894736,273.83498370444556,0
65704,7629,91238,155,0,Female,No,2,Graduate,No,Semiurban,406,382,108935,73333,588.6322580645161,124.37073955335748,0.5740585774058578,0.28905263157894734,136.70304984471466,1
98970,17298,978226,106,1,Male,Yes,2,Graduate,No,Rural,653,668,252541,116268,9228.547169811322,12.597367764726084,3.233366717238325,0.7874736842105263,318.81250220699116,1
113238,68974,760134,342,1,Female,Yes,1,Not Graduate,No,Urban,747,727,215774,182212,2222.6140350877195,81.94407713063923,2.860076606440058,0.8420000000000001,358.0657373666037,1
60850,92935,1489422,182,0,Male,Yes,0,Graduate,Yes,Urban,433,553,134934,153785,8183.6373626373625,18.789470221615947,8.053802978359847,0.3695789473684211,190.96058009858376,1
64708,61098,700860,246,1,Male,No,0,Not Graduate,No,Semiurban,868,671,518321,125806,2849.0243902439024,44.142078373313026,1.233211512507896,0.8566315789473684,348.6971256291734,0
58782,18295,2417196,24,1,Male,No,2,Graduate,No,Urban,864,430,6006,77077,100716.5,0.7652791222975154,43.15959004392386,0.7538947368421052,293.3283518045228,0
198997,29875,783471,108,1,Female,Yes,1,Graduate,No,Urban,352,853,308776,228872,7254.361111111111,31.545225178316418,2.183733025620443,0.7703157894736843,342.8955422396401,0
153012,127857,1328851,291,1,Male,Yes,2,Graduate,No,Urban,497,302,97286,280869,4566.498281786941,61.492962377232836,9.022249229390438,0.5841052631578947,278.1406213005763,0
170558,144393,351132,42,1,Male,Yes,0,Graduate,No,Urban,661,627,492198,314951,8360.285714285714,37.66777153206103,0.6476084382458068,0.7727368421052632,364.3938909037231,0
166065,113140,2279004,47,0,Female,No,0,Not Graduate,No,Rural,619,508,600692,279205,48489.44680851064,5.757938282206058,3.502431257799389,0.4093684210526316,239.00715376288375,1
192441,15512,2284033,293,0,Male,Yes,3+,Graduate,No,Urban,465,593,373484,207953,7795.334470989761,26.673175807656175,5.393433990422307,0.39652631578947367,216.07119883760305,1
34476,122971,1994497,119,1,Male,Yes,0,Not Graduate,No,Semiurban,644,635,355937,157447,16760.47899159664,9.39338348835064,4.91331659838842,0.7707368421052632,322.6395212782893,0
178102,103798,911489,107,1,Female,No,0,Graduate,No,Semiurban,925,719,359800,281900,8518.58878504673,33.08845146314815,2.2242288921425084,0.8948421052631579,404.88419403576916,0
27313,78909,193860,208,1,Male,Yes,1,Graduate,Yes,Semiurban,499,903,158980,106222,932.0192307692307,113.84759981037575,0.9276485788113695,0.8377894736842106,338.0705461470999,0
102952,21485,1791866,79,1,Male,Yes,1,Graduate,Yes,Semiurban,442,664,300450,124437,22681.848101265823,5.485951298728477,5.1130432301326865,0.7191578947368422,293.8655048003867,1
124970,149501,1101292,26,0,Male,Yes,3+,Graduate,No,Semiurban,779,447,746422,274471,42357.38461538462,6.479732466008909,1.3827995710816627,0.4342105263157895,247.09895945793403,0
81204,66390,2476419,13,0,Female,No,3+,Graduate,No,Rural,670,640,32923,147594,190493.76923076922,0.7747929278898028,29.86407872363518,0.48105263157894734,234.19784120083474,1
42042,6626,1760880,39,1,Male,Yes,2,Graduate,No,Urban,749,632,630030,48668,45150.769230769234,1.0778758137086373,2.5894151728600208,0.8026315789473684,306.90288348823276,0
50575,31495,1369653,67,1,Male,No,0,Not Graduate,Yes,Rural,720,862,131785,82070,20442.582089552237,4.014462809917355,7.534466540143576,0.8903157894736842,352.2290149149187,0
167562,60189,2467444,254,1,Male,Yes,0,Graduate,No,Urban,794,668,91491,227751,9714.346456692914,23.44239611167979,17.43887597090981,0.8320000000000001,365.47852474579804,1
73963,9349,2011152,115,1,Male,Yes,2,Graduate,No,Semiurban,774,864,228481,83312,17488.278260869567,4.76360423553909,7.221864328266561,0.9082105263157896,359.6525525842781,1
72411,48590,1173021,36,1,Female,No,0,Graduate,No,Semiurban,693,721,215165,121001,32583.916666666668,3.7134052309478567,4.423739935511851,0.8224210526315789,334.3204360146226,0
185821,70260,96193,17,1,Male,No,3+,Not Graduate,No,Urban,595,671,252957,256081,5658.411764705882,45.24869556179192,0.3175137065656182,0.7704210526315789,348.50841377394045,1
41616,142296,277324,178,1,Male,No,1,Graduate,No,Urban,599,513,679553,183912,1558.0,117.96792815907634,0.3801286541210851,0.7051578947368422,302.55858280775584,0
184324,12956,1137108,304,0,Male,No,0,Graduate,No,Urban,472,466,723724,197280,3740.4868421052633,52.72770113204362,1.4696558462707632,0.3452631578947369,191.9409109591222,0
185379,86529,1426922,129,1,Male,Yes,1,Graduate,Yes,Urban,591,364,553945,271908,11061.410852713178,24.5794523110947,2.3626687860649564,0.6398947368421053,298.4063048310675,0
125733,137364,123872,34,1,Male,No,1,Graduate,No,Semiurban,693,656,116958,263097,3643.294117647059,72.194227882427,0.741935097449658,0.7950526315789472,359.96106295930747,0
45623,120928,360081,91,1,Female,Yes,0,Graduate,Yes,Urban,765,898,756436,166551,3956.934065934066,42.08028664082716,0.4465090844158743,0.9196842105263157,386.1610888643185,1
43834,138741,1775523,185,1,Female,Yes,0,Graduate,No,Rural,802,308,677985,182575,9597.421621621621,19.021356551865512,2.4389554729836465,0.6829473684210526,291.7102978931556,0
67673,25551,1891222,77,1,Male,No,2,Graduate,No,Rural,545,919,60999,93224,24561.324675324675,3.7954062260911683,17.038189533239038,0.8590526315789473,343.2346020035138,0
121821,120201,123037,352,1,Male,No,0,Graduate,No,Urban,776,858,309849,242022,349.5369318181818,690.432242744491,0.3419128578931719,0.9063157894736842,400.19608197561166,1
43418,146795,1293808,277,0,Male,Yes,0,Not Graduate,No,Urban,584,584,620328,190213,4670.7870036101085,40.715255180301135,1.9301118258524186,0.4303157894736842,224.74997641052062,1
99296,48904,248387,131,1,Male,Yes,1,Graduate,No,Semiurban,532,503,71332,148200,1896.0839694656488,78.11989473599498,2.04716810074836,0.6797894736842105,283.1307025757396,1
36365,74795,1822406,343,1,Male,No,2,Graduate,No,Rural,406,677,61129,111160,5313.137026239067,20.91778955851848,16.399013758784836,0.7132631578947368,288.1818819049879,0
114952,79626,2093479,125,0,Male,Yes,1,Not Graduate,No,Urban,472,856,484783,194578,16747.832,11.61740711232879,3.9146326640899205,0.5094736842105263,259.4870472050085,1
18912,74050,2179936,60,1,Female,Yes,3+,Graduate,No,Urban,741,318,269329,92962,36332.26666666667,2.5585918506272485,6.826614557400048,0.6678947368421053,262.4913517061127,0
146171,43467,1515528,338,0,Female,Yes,3+,Graduate,No,Rural,440,592,353304,189638,4483.810650887574,42.28450535865307,3.7577807311606133,0.38821052631578945,208.00019045248385,0
25248,145632,1590922,345,0,Male,Yes,0,Graduate,No,Semiurban,350,330,600535,170880,4611.368115942029,37.04821378184805,2.4455594241662633,0.24947368421052635,146.0137817553467,1
51042,143474,2320147,120,1,Female,Yes,0,Graduate,No,Urban,476,718,435874,194516,19334.558333333334,10.060014644866301,4.7752030361781035,0.7526315789473685,325.82089637127234,1
47308,57109,1550476,218,1,Male,No,2,Graduate,No,Rural,943,349,568807,104417,7112.275229357798,14.679173324975785,2.505588980085875,0.7447368421052631,296.1503484875236,1
168733,120793,1143372,72,1,Male,Yes,0,Graduate,Yes,Rural,397,505,100846,289526,15880.166666666666,18.230776496269165,7.5797303209896185,0.6379999999999999,303.4207465853143,0
24875,59628,1898697,235,1,Female,Yes,2,Not Graduate,No,Semiurban,393,780,1694,84503,8079.561702127659,10.45756509448469,36.729543080434865,0.7525263157894737,297.637804890403,0
94413,119221,1497556,252,1,Male,No,1,Not Graduate,No,Urban,562,788,201337,213634,5942.68253968254,35.94303675771528,5.9583586976847815,0.8092631578947369,353.8010841030064,0
124361,87712,2114014,259,1,Male,Yes,0,Graduate,Yes,Semiurban,548,447,161554,212073,8162.216216216216,25.979098725661256,9.992786711666998,0.6612631578947368,291.96944778910137,1
110459,70525,1335516,209,1,Female,No,1,Graduate,Yes,Urban,898,633,259222,180984,6390.028708133971,28.31844578786801,4.318955313658148,0.8501052631578947,360.17084665970077,1
